Cidade,area,quartos,banheiro,estacionamento,animais,Valor do Aluguel,Iptu,Seguranca Incendio,total
Sao Paulo,96,2,1,1,not acept,3000,0,39,3039
Sao Paulo,140,3,1,0,acept,2700,167,41,2908
Rio de Janeiro,103,3,2,0,acept,2750,200,36,2986
Sao Paulo,148,4,4,4,acept,2000,406,26,2432
Sao Paulo,172,4,3,1,acept,3500,114,53,3667
Sao Paulo,93,2,3,2,acept,3200,350,41,3591
Sao Paulo,72,2,2,1,acept,2300,200,30,2530
Campinas,68,2,1,1,acept,1500,70,20,1590
Sao Paulo,350,4,3,4,acept,4000,209,61,4270
Rio de Janeiro,70,2,2,1,acept,3500,225,46,3771
Sao Paulo,400,5,4,3,acept,6900,1017,104,8021
Porto Alegre,38,1,1,0,acept,690,9,11,710
Sao Paulo,107,2,2,1,not acept,8400,293,107,8800
Sao Paulo,38,1,1,0,not acept,950,0,13,963
Sao Paulo,111,3,2,0,acept,2500,264,32,2796
Sao Paulo,140,4,3,2,acept,3800,334,49,4183
Sao Paulo,35,1,1,0,acept,1150,30,15,1195
Sao Paulo,178,3,3,4,not acept,15000,850,191,16041
Sao Paulo,200,2,2,1,acept,9500,600,121,10221
Sao Paulo,33,1,1,0,not acept,1000,63,13,1076
Belo Horizonte,90,3,2,1,not acept,1600,140,22,1762
Rio de Janeiro,65,2,1,0,not acept,1600,67,21,1688
Sao Paulo,320,3,3,8,acept,5500,572,83,6155
Porto Alegre,68,2,1,0,acept,1320,26,20,1366
Porto Alegre,180,6,2,3,acept,4800,242,71,5113
Sao Paulo,50,2,1,1,not acept,1300,69,20,1389
Sao Paulo,137,3,2,1,acept,4700,293,60,5053
Sao Paulo,165,3,2,2,acept,6500,779,83,7362
Sao Paulo,180,2,2,1,acept,5350,0,68,5418
Sao Paulo,220,4,4,3,acept,5100,892,65,6057
Belo Horizonte,85,2,2,1,acept,2800,0,38,2838
Rio de Janeiro,37,1,1,0,not acept,1400,209,19,1628
Porto Alegre,64,2,3,2,acept,2750,113,41,2904
Rio de Janeiro,97,2,2,1,acept,4400,334,57,4791
Belo Horizonte,90,3,2,1,acept,1300,115,18,1433
Rio de Janeiro,130,3,2,1,acept,4500,209,58,4767
Campinas,128,4,2,1,not acept,3400,59,44,3503
Sao Paulo,58,2,2,1,not acept,4000,256,51,4307
Belo Horizonte,76,2,1,1,not acept,900,0,12,912
Sao Paulo,220,2,4,2,acept,6200,1200,94,7494
Sao Paulo,40,1,1,0,not acept,780,17,12,809
Sao Paulo,235,3,4,3,acept,2550,1000,33,3583
Belo Horizonte,45,1,1,0,acept,1100,55,15,1170
Sao Paulo,47,2,1,1,not acept,1100,0,14,1114
Belo Horizonte,471,5,6,3,acept,14000,1297,230,15527
Campinas,50,1,1,0,acept,520,23,7,550
Belo Horizonte,344,3,4,4,not acept,15000,1231,200,16431
Sao Paulo,38,1,1,1,not acept,1850,28,24,1902
Porto Alegre,42,2,1,0,acept,860,13,16,889
Belo Horizonte,60,1,1,1,acept,1400,101,19,1520
Sao Paulo,500,4,6,4,acept,13000,2200,196,15396
Sao Paulo,49,2,1,1,acept,1700,21,22,1743
Belo Horizonte,48,2,1,1,acept,900,96,12,1008
Sao Paulo,45,2,1,0,not acept,1300,109,20,1429
Porto Alegre,72,2,2,1,acept,1200,60,18,1278
Belo Horizonte,400,3,2,1,acept,1600,258,27,1885
Sao Paulo,28,1,1,0,not acept,1750,0,23,1773
Rio de Janeiro,189,3,2,2,acept,8500,489,110,9099
Sao Paulo,160,3,2,0,acept,3900,150,50,4100
Rio de Janeiro,330,4,4,2,acept,15000,1084,110,16194
Sao Paulo,200,3,5,4,acept,1720,959,22,2701
Sao Paulo,375,4,5,5,acept,15000,2805,191,17996
Sao Paulo,68,2,2,1,acept,1877,0,24,1901
Sao Paulo,70,2,1,1,acept,2500,92,32,2624
Rio de Janeiro,110,3,2,0,not acept,2950,303,39,3292
Sao Paulo,103,3,3,2,not acept,5600,330,71,6001
Rio de Janeiro,26,1,1,0,not acept,1500,59,20,1579
Belo Horizonte,88,3,2,2,not acept,1200,109,16,1325
Sao Paulo,165,3,4,3,acept,4500,573,58,5131
Sao Paulo,80,2,2,0,not acept,1100,167,17,1284
Porto Alegre,90,3,2,2,acept,2780,116,41,2937
Sao Paulo,380,4,1,2,not acept,4000,386,61,4447
Sao Paulo,174,3,4,2,acept,6000,390,77,6467
Sao Paulo,128,4,5,1,acept,6800,71,87,6958
Sao Paulo,160,3,4,4,acept,2100,480,27,2607
Rio de Janeiro,168,3,2,0,acept,3700,417,48,4165
Campinas,100,3,2,2,acept,2200,105,28,2333
Rio de Janeiro,69,2,1,1,acept,1370,56,18,1444
Belo Horizonte,300,3,3,0,acept,5000,0,82,5082
Belo Horizonte,163,4,4,0,acept,7500,22,100,7622
Sao Paulo,86,3,1,1,acept,2200,116,28,2344
Sao Paulo,236,4,3,3,acept,1600,1015,21,2636
Rio de Janeiro,112,3,2,0,acept,3900,271,51,4222
Sao Paulo,600,5,5,6,acept,12750,1059,192,14001
Campinas,256,4,5,4,acept,3000,1167,39,4206
Sao Paulo,220,3,4,2,not acept,3500,276,53,3829
Sao Paulo,257,4,4,4,not acept,12000,1584,153,13737
Belo Horizonte,75,3,1,1,acept,1500,66,20,1586
Rio de Janeiro,400,3,1,1,acept,7650,666,117,8433
Sao Paulo,560,4,6,5,acept,6550,1700,99,8349
Sao Paulo,220,4,4,5,not acept,4600,0,59,4659
Rio de Janeiro,70,1,1,1,acept,3500,255,46,3801
Belo Horizonte,19,1,1,0,not acept,1200,37,16,1253
Sao Paulo,35,1,1,0,acept,900,11,14,925
Sao Paulo,70,1,1,1,acept,2600,66,33,2699
Sao Paulo,40,1,1,0,not acept,3300,74,42,3416
Porto Alegre,37,1,1,0,acept,1500,67,22,1589
Sao Paulo,180,2,2,1,acept,9000,480,115,9595
Rio de Janeiro,60,1,1,0,not acept,2300,140,30,2470
Rio de Janeiro,90,3,2,1,acept,2050,60,27,2137
Sao Paulo,208,4,2,4,acept,4500,282,68,4850
Rio de Janeiro,160,3,2,1,acept,4700,275,61,5036
Belo Horizonte,180,4,2,1,acept,3610,248,49,3907
Porto Alegre,150,4,3,0,acept,3300,800,59,4159
Campinas,75,2,1,1,acept,1080,80,17,1177
Rio de Janeiro,90,2,2,1,acept,1039,350,14,1403
Sao Paulo,170,4,2,2,acept,2900,50,44,2994
Sao Paulo,193,2,4,4,acept,13000,1323,165,14488
Sao Paulo,40,1,1,0,acept,2300,39,30,2369
Sao Paulo,45,1,1,1,acept,3850,209,49,4108
Sao Paulo,116,3,4,2,acept,8000,584,102,8686
Sao Paulo,67,2,2,1,acept,2300,0,30,2330
Sao Paulo,40,1,1,0,not acept,1920,117,25,2062
Sao Paulo,140,2,3,1,acept,3850,150,58,4058
Campinas,52,2,1,1,acept,980,77,13,1070
Sao Paulo,350,3,4,6,acept,3850,834,58,4742
Sao Paulo,420,3,4,4,not acept,6000,417,91,6508
Porto Alegre,204,4,4,2,acept,3440,100,62,3602
Sao Paulo,110,2,2,1,acept,2200,192,34,2426
Sao Paulo,645,5,8,8,acept,15000,2334,226,17560
Sao Paulo,260,4,5,5,acept,11000,2441,140,13581
Sao Paulo,160,2,1,0,not acept,2400,0,31,2431
Sao Paulo,50,2,1,0,acept,1200,42,19,1261
Rio de Janeiro,40,1,2,0,acept,1800,53,24,1877
Rio de Janeiro,60,2,1,0,acept,3000,84,39,3123
Rio de Janeiro,30,1,1,0,acept,1000,50,13,1063
Rio de Janeiro,75,3,2,0,acept,1615,124,12,1751
Rio de Janeiro,78,3,3,1,acept,2850,206,37,3093
Belo Horizonte,140,4,2,2,acept,3500,413,47,3960
Campinas,500,3,7,5,acept,7950,900,101,8951
Porto Alegre,80,1,1,0,acept,971,15,18,1004
Porto Alegre,182,3,4,2,acept,2900,74,52,3026
Sao Paulo,90,2,1,1,acept,2735,19,42,2796
Sao Paulo,103,3,2,1,acept,1500,137,6,1643
Porto Alegre,180,3,2,3,acept,5100,250,75,5425
Belo Horizonte,32,1,1,0,not acept,1100,0,15,1115
Campinas,52,1,1,1,acept,750,46,10,806
Rio de Janeiro,75,4,1,0,acept,2200,34,29,2263
Belo Horizonte,290,4,5,4,acept,6000,500,99,6599
Rio de Janeiro,50,1,1,1,acept,2000,0,10,2010
Sao Paulo,550,5,6,4,acept,15000,1119,226,16345
Sao Paulo,216,4,4,4,acept,2800,686,36,3522
Sao Paulo,444,4,4,5,acept,10000,584,151,10735
Porto Alegre,69,3,2,1,acept,1850,65,28,1943
Belo Horizonte,76,2,1,2,not acept,2100,99,28,2227
Sao Paulo,180,3,5,3,acept,8100,0,103,8203
Sao Paulo,445,3,5,4,acept,15000,1339,226,16565
Sao Paulo,156,3,4,3,acept,4200,305,54,4559
Sao Paulo,35,1,1,0,acept,1100,30,14,1144
Sao Paulo,130,3,4,3,acept,2400,597,31,3028
Porto Alegre,92,3,2,1,acept,3200,75,47,3322
Sao Paulo,200,3,2,4,acept,8500,407,128,9035
Sao Paulo,50,2,1,1,acept,1300,4,17,1321
Belo Horizonte,50,2,1,0,not acept,850,25,14,889
Sao Paulo,155,3,3,2,acept,12000,700,153,12853
Belo Horizonte,1000,5,4,3,acept,7000,634,94,7728
Rio de Janeiro,42,1,1,0,not acept,1920,34,25,1979
Sao Paulo,58,2,1,0,acept,1480,52,19,1551
Sao Paulo,35,1,1,1,not acept,3365,153,43,3561
Belo Horizonte,27,1,1,0,not acept,1167,334,16,1517
Belo Horizonte,16,1,1,0,not acept,650,50,9,709
Belo Horizonte,94,3,2,1,not acept,1900,125,26,2051
Porto Alegre,83,3,2,1,acept,2500,101,37,2638
Belo Horizonte,360,5,4,4,acept,9000,600,148,9748
Belo Horizonte,360,5,2,2,acept,4600,436,62,5098
Campinas,430,4,5,5,acept,13000,474,196,13670
Belo Horizonte,29,1,1,0,acept,1100,8,15,1123
Rio de Janeiro,120,3,2,0,acept,2490,105,33,2628
Sao Paulo,50,1,1,1,acept,4500,251,58,4809
Porto Alegre,60,2,1,0,acept,650,42,12,704
Sao Paulo,45,2,2,0,not acept,1630,84,25,1739
Rio de Janeiro,250,3,2,2,acept,12000,542,183,12725
Sao Paulo,200,3,2,2,acept,4700,184,71,4955
Rio de Janeiro,70,2,1,1,acept,2500,105,33,2638
Sao Paulo,48,1,1,0,not acept,1100,9,17,1126
Sao Paulo,70,2,1,1,not acept,2500,14,32,2546
Sao Paulo,73,2,2,1,acept,5000,196,64,5260
Sao Paulo,90,2,1,0,not acept,2700,25,35,2760
Porto Alegre,45,1,1,0,acept,640,84,10,734
Sao Paulo,80,2,2,2,not acept,3600,390,55,4045
Sao Paulo,106,3,2,2,acept,5520,275,70,5865
Belo Horizonte,45,2,1,1,acept,850,63,12,925
Sao Paulo,315,4,4,2,acept,7450,0,95,7545
Sao Paulo,287,3,5,0,acept,12000,1421,153,13574
Belo Horizonte,230,4,3,2,acept,5500,48,74,5622
Sao Paulo,42,1,2,1,not acept,2500,313700,32,316232
Rio de Janeiro,152,2,2,1,acept,1500,342,20,1862
Campinas,75,3,1,2,acept,1300,74,17,1391
Sao Paulo,94,3,2,2,acept,2000,42,26,2068
Rio de Janeiro,70,2,2,0,not acept,2100,13,28,2141
Sao Paulo,59,2,1,0,acept,1750,0,23,1773
Sao Paulo,380,4,3,2,not acept,15000,1000,191,16191
Sao Paulo,217,4,4,3,acept,4910,1417,63,6390
Sao Paulo,110,2,1,1,acept,2800,137,36,2973
Campinas,38,1,1,0,acept,550,70,7,627
Sao Paulo,310,4,5,5,acept,12000,2709,153,14862
Sao Paulo,400,3,4,2,acept,3150,0,48,3198
Porto Alegre,55,2,1,1,acept,1500,83,22,1605
Sao Paulo,320,3,5,0,not acept,6000,2417,77,8494
Campinas,75,3,2,2,not acept,1600,75,21,1696
Belo Horizonte,235,4,5,3,acept,3300,496,44,3840
Belo Horizonte,434,5,6,0,not acept,11000,2192,147,13339
Sao Paulo,160,4,4,2,not acept,7000,275,89,7364
Sao Paulo,108,3,2,2,acept,4348,250,56,4654
Sao Paulo,280,5,5,2,acept,12750,929,162,13841
Rio de Janeiro,55,2,1,1,acept,680,125,9,814
Rio de Janeiro,60,2,1,1,not acept,1500,55,20,1575
Sao Paulo,226,4,4,3,not acept,10000,1200,127,11327
Belo Horizonte,58,2,1,1,acept,900,0,12,912
Sao Paulo,178,4,3,2,acept,6700,660,85,7445
Porto Alegre,40,1,1,0,acept,1150,35,17,1202
Campinas,205,3,2,4,acept,2490,57,38,2585
Sao Paulo,112,3,2,3,acept,2500,332,32,2864
Belo Horizonte,300,4,4,3,acept,15000,1100,200,16300
Sao Paulo,140,3,3,2,acept,5000,300,76,5376
Belo Horizonte,113,2,2,2,acept,2600,116,35,2751
Belo Horizonte,96,3,2,2,not acept,1400,120,19,1539
Sao Paulo,55,1,2,1,acept,3500,0,45,3545
Sao Paulo,180,2,3,3,acept,7600,1025,54,8679
Sao Paulo,240,7,3,4,acept,6000,834,91,6925
Sao Paulo,80,3,4,1,acept,3000,0,46,3046
Belo Horizonte,230,5,3,2,acept,2200,249,30,2479
Belo Horizonte,127,3,2,3,acept,3000,317,40,3357
Belo Horizonte,156,4,4,3,acept,6500,369,87,6956
Sao Paulo,65,2,1,2,acept,4000,233,51,4284
Sao Paulo,88,2,2,2,acept,4500,134,58,4692
Porto Alegre,107,3,2,1,acept,2000,42,36,2078
Rio de Janeiro,60,2,1,1,acept,1200,55,16,1271
Porto Alegre,35,1,1,0,acept,550,9,9,568
Porto Alegre,243,3,5,1,acept,5556,667,82,6305
Sao Paulo,30,1,1,0,not acept,850,67,13,930
Campinas,45,1,1,1,acept,870,46,12,928
Rio de Janeiro,130,3,2,2,acept,3000,167,46,3213
Porto Alegre,80,2,2,0,acept,2800,0,41,2841
Sao Paulo,98,2,2,1,acept,2166,384,28,2578
Sao Paulo,15,1,1,0,not acept,1200,83,16,1299
Rio de Janeiro,57,2,2,1,acept,1800,281,24,2105
Porto Alegre,180,4,2,2,acept,2400,109,36,2545
Sao Paulo,200,4,4,3,acept,7000,834,89,7923
Rio de Janeiro,70,2,2,1,acept,1900,55,29,1984
Sao Paulo,350,2,1,0,acept,2500,209,38,2747
Porto Alegre,64,2,1,0,not acept,1700,9,25,1734
Porto Alegre,40,1,1,0,not acept,750,0,14,764
Belo Horizonte,73,1,1,0,acept,700,0,10,710
Sao Paulo,200,3,3,2,acept,12000,834,153,12987
Sao Paulo,36,1,1,1,acept,1990,119,26,2135
Campinas,63,2,1,0,acept,850,26,11,887
Sao Paulo,85,2,1,1,acept,3500,105,45,3650
Sao Paulo,198,5,5,2,acept,3801,554,49,4404
Campinas,70,3,1,1,acept,940,64,12,1016
Belo Horizonte,60,2,1,1,not acept,1000,20,14,1034
Belo Horizonte,90,4,3,1,acept,950,83,13,1046
Porto Alegre,98,2,1,0,acept,1800,91,27,1918
Sao Paulo,103,3,2,2,acept,3000,459,39,3498
Sao Paulo,160,2,3,0,acept,4300,124,65,4489
Rio de Janeiro,100,3,2,1,acept,4000,184,52,4236
Sao Paulo,50,2,1,1,acept,1000,0,13,1013
Sao Paulo,55,2,1,1,acept,1100,0,14,1114
Sao Paulo,80,2,2,0,not acept,2550,46,33,2629
Sao Paulo,50,1,1,0,acept,690,0,11,701
Rio de Janeiro,25,1,1,0,not acept,1900,0,25,1925
Sao Paulo,120,2,2,2,acept,5500,158,83,5741
Sao Paulo,127,3,3,2,acept,3800,257,49,4106
Sao Paulo,98,3,2,1,acept,5500,200,70,5770
Sao Paulo,65,1,1,0,not acept,3050,25,39,3114
Rio de Janeiro,86,2,2,2,acept,1200,8,16,1224
Porto Alegre,200,4,3,0,not acept,15000,834,267,16101
Sao Paulo,360,4,5,5,acept,10000,1666,127,11793
Sao Paulo,65,2,1,1,acept,1410,74,18,1502
Sao Paulo,93,1,3,1,not acept,3500,33,45,3578
Sao Paulo,187,4,5,3,acept,5300,1424,68,6792
Belo Horizonte,616,5,5,6,acept,12500,1103,205,13808
Rio de Janeiro,86,2,2,2,acept,1200,8,16,1224
Sao Paulo,139,2,2,1,acept,4396,153,56,4605
Rio de Janeiro,100,2,2,1,not acept,2000,13,26,2039
Sao Paulo,285,4,4,4,acept,8000,1750,102,9852
Sao Paulo,52,2,1,1,acept,3000,145,39,3184
Sao Paulo,39,1,1,0,acept,2000,0,26,2026
Porto Alegre,42,1,2,1,acept,1800,42,27,1869
Rio de Janeiro,30,1,1,0,acept,1386,34,18,1438
Rio de Janeiro,70,2,1,1,acept,900,122,12,1034
Sao Paulo,60,1,1,0,acept,1200,50,16,1266
Sao Paulo,90,2,2,2,acept,3040,322,39,3401
Porto Alegre,61,2,1,0,acept,850,30,13,893
Porto Alegre,50,1,1,0,acept,780,25,12,817
Campinas,48,2,1,1,acept,1545,49,20,1614
Sao Paulo,27,1,1,0,not acept,3500,1,45,3546
Belo Horizonte,100,3,3,1,acept,2600,300,35,2935
Sao Paulo,155,2,1,1,acept,4500,510,58,5068
Sao Paulo,230,4,5,0,acept,7600,300,115,8015
Campinas,47,1,1,1,acept,1100,46,14,1160
Campinas,55,2,1,1,acept,730,24,10,764
Campinas,60,1,1,1,acept,1100,1,14,1115
Belo Horizonte,380,5,6,2,acept,4500,125,74,4699
Sao Paulo,180,3,2,4,not acept,11000,667,166,11833
Porto Alegre,196,3,4,2,acept,4600,325,68,4993
Porto Alegre,70,2,1,0,acept,1300,42,19,1361
Sao Paulo,227,4,3,3,acept,10000,1700,127,11827
Sao Paulo,60,2,1,1,acept,2650,63,34,2747
Porto Alegre,63,2,2,1,acept,1960,6,29,1995
Sao Paulo,150,3,3,2,acept,3400,200,44,3644
Campinas,144,4,3,2,acept,1750,210,23,1983
Rio de Janeiro,200,2,1,0,acept,3000,0,46,3046
Sao Paulo,34,2,1,0,acept,2200,15,28,2243
Sao Paulo,74,2,3,2,acept,3200,40,41,3281
Porto Alegre,73,3,1,0,acept,1800,44,27,1871
Sao Paulo,368,4,5,6,not acept,8500,2037,108,10645
Rio de Janeiro,160,3,2,1,acept,2300,205,30,2535
Belo Horizonte,120,4,3,2,acept,3250,0,44,3294
Belo Horizonte,180,4,3,4,not acept,12000,695,160,12855
Belo Horizonte,290,3,3,0,acept,6000,276,99,6375
Sao Paulo,225,4,3,2,acept,3995,132,61,4188
Campinas,60,3,1,1,not acept,1087,67,14,1168
Sao Paulo,35,1,1,0,not acept,1305,0,17,1322
Sao Paulo,95,3,2,1,acept,6500,280,83,6863
Belo Horizonte,260,4,4,0,acept,6500,241,87,6828
Sao Paulo,260,4,4,4,acept,10000,1163,127,11290
Rio de Janeiro,350,3,2,3,acept,15000,834,229,16063
Sao Paulo,500,4,4,0,acept,6000,467,91,6558
Porto Alegre,42,1,1,1,acept,2198,0,33,2231
Sao Paulo,80,2,1,1,acept,3500,188,45,3733
Sao Paulo,100,5,5,2,not acept,4500,382,68,4950
Sao Paulo,110,2,2,2,acept,2300,109,30,2439
Sao Paulo,70,1,1,0,not acept,1520,125,23,1668
Sao Paulo,12,1,1,0,not acept,950,50,13,1013
Sao Paulo,62,1,1,1,not acept,1300,9,20,1329
Sao Paulo,90,2,1,1,acept,1600,84,21,1705
Sao Paulo,220,3,3,2,acept,9000,584,115,9699
Porto Alegre,197,3,2,3,acept,7000,425,103,7528
Sao Paulo,214,3,2,5,acept,14000,2469,178,16647
Rio de Janeiro,105,3,2,1,acept,1750,147,23,1920
Belo Horizonte,390,5,5,5,not acept,8000,797,107,8904
Sao Paulo,390,4,5,4,acept,11500,784,173,12457
Rio de Janeiro,105,3,2,1,acept,3700,380,28,4108
Sao Paulo,270,3,6,2,acept,3270,1000,42,4312
Belo Horizonte,260,4,4,5,not acept,4500,407,60,4967
Rio de Janeiro,344,4,3,2,acept,3612,419,47,4078
Sao Paulo,100,2,1,0,not acept,2000,110,31,2141
Rio de Janeiro,50,2,1,0,acept,1800,50,24,1874
Sao Paulo,183,4,3,4,acept,5950,192,76,6218
Sao Paulo,270,4,5,3,acept,9753,1500,124,11377
Sao Paulo,180,2,3,2,acept,5900,604,75,6579
Sao Paulo,52,2,1,1,not acept,1580,0,21,1601
Sao Paulo,260,4,4,4,acept,4500,0,68,4568
Rio de Janeiro,38,1,1,1,acept,1450,0,19,1469
Sao Paulo,40,1,1,1,acept,2990,409,38,3437
Sao Paulo,360,4,5,4,acept,7800,1350,99,9249
Porto Alegre,160,3,3,3,acept,8950,621,131,9702
Sao Paulo,120,3,2,2,acept,4800,192,73,5065
Sao Paulo,70,2,1,1,acept,1000,138,13,1151
Campinas,203,3,1,2,acept,3300,117,50,3467
Sao Paulo,18,1,1,0,not acept,1260,0,16,1276
Rio de Janeiro,50,2,1,1,acept,1550,13,20,1583
Sao Paulo,33,1,1,0,acept,1300,50,17,1367
Sao Paulo,30,1,1,0,acept,1090,75,14,1179
Sao Paulo,330,2,4,3,acept,6000,2000,91,8091
Porto Alegre,60,2,2,1,not acept,2170,67,32,2269
Sao Paulo,144,3,4,3,acept,7200,589,92,7881
Rio de Janeiro,93,2,1,1,acept,5500,317,71,5888
Sao Paulo,100,2,1,1,acept,1900,84,29,2013
Porto Alegre,71,3,1,0,acept,1250,46,19,1315
Rio de Janeiro,67,1,1,1,acept,800,123,11,934
Sao Paulo,70,2,1,0,acept,3000,50,39,3089
Belo Horizonte,300,4,6,4,acept,13000,1387,174,14561
Sao Paulo,240,3,2,2,not acept,9800,667,125,10592
Sao Paulo,96,3,1,2,acept,1847,15,24,1886
Sao Paulo,200,4,3,2,acept,4500,1334,58,5892
Campinas,54,1,2,1,acept,3500,0,45,3545
Sao Paulo,174,3,5,3,acept,6800,4565,87,11452
Sao Paulo,350,3,4,4,acept,15000,1234,226,16460
Belo Horizonte,92,3,2,2,acept,1950,171,26,2147
Belo Horizonte,125,3,2,0,acept,1850,384,25,2259
Campinas,308,3,4,4,acept,8000,478,121,8599
Sao Paulo,375,4,5,4,acept,12750,959,192,13901
Sao Paulo,137,3,4,2,acept,2200,334,28,2562
Belo Horizonte,70,1,1,0,acept,1100,135,15,1250
Belo Horizonte,65,2,2,1,acept,1200,96,16,1312
Sao Paulo,107,2,2,2,acept,12800,417,163,13380
Sao Paulo,85,2,2,1,acept,4131,311,53,4495
Sao Paulo,69,2,1,0,acept,3000,0,22,3022
Belo Horizonte,110,3,2,1,not acept,1400,150,19,1569
Porto Alegre,113,3,2,3,acept,2200,100,33,2333
Sao Paulo,213,4,3,0,acept,5100,0,65,5165
Sao Paulo,140,2,2,2,not acept,2700,56,41,2797
Belo Horizonte,253,3,3,3,acept,2400,251,32,2683
Belo Horizonte,490,4,4,3,acept,9000,585,148,9733
Sao Paulo,96,4,2,2,acept,3710,412,56,4178
Sao Paulo,23,1,1,0,acept,2100,59,27,2186
Rio de Janeiro,80,2,2,1,not acept,5000,380,65,5445
Sao Paulo,92,3,2,2,acept,3500,317,45,3862
Rio de Janeiro,25,1,1,0,acept,1900,350,25,2275
Sao Paulo,220,3,2,8,acept,4335,263,66,4664
Sao Paulo,70,3,1,1,acept,2000,67,26,2093
Sao Paulo,130,3,2,1,not acept,4300,167,55,4522
Rio de Janeiro,120,3,2,0,acept,1800,162,24,1986
Sao Paulo,208,3,2,1,acept,7000,384,89,7473
Belo Horizonte,70,2,1,2,acept,2000,27,27,2054
Sao Paulo,160,5,3,3,acept,4460,321,68,4849
Belo Horizonte,214,4,3,3,not acept,5600,798,75,6473
Sao Paulo,40,1,1,1,acept,3179,0,41,3220
Rio de Janeiro,64,2,1,0,not acept,3500,125,46,3671
Sao Paulo,290,4,5,2,acept,10000,875,127,11002
Porto Alegre,35,1,1,0,acept,850,9,13,872
Sao Paulo,138,2,3,2,acept,8000,455,102,8557
Belo Horizonte,78,2,3,2,acept,2500,209,34,2743
Belo Horizonte,92,3,1,1,acept,1900,81,26,2007
Porto Alegre,513,3,2,2,acept,2900,100,43,3043
Campinas,58,1,1,1,acept,1270,64,17,1351
Sao Paulo,51,1,1,1,acept,4650,190,59,4899
Belo Horizonte,200,4,5,3,not acept,9000,134,120,9254
Porto Alegre,115,1,1,0,acept,1600,150,24,1774
Rio de Janeiro,64,2,1,1,acept,1900,258,25,2183
Campinas,40,1,1,1,not acept,1000,0,13,1013
Rio de Janeiro,159,3,2,2,acept,1900,650,25,2575
Rio de Janeiro,35,1,1,0,acept,1850,74,24,1948
Sao Paulo,192,3,1,0,not acept,1560,125,24,1709
Sao Paulo,250,5,5,0,acept,4500,0,68,4568
Campinas,43,1,1,0,not acept,660,14,9,683
Belo Horizonte,142,3,3,2,acept,2000,114,33,2147
Belo Horizonte,244,4,3,3,acept,2900,276,39,3215
Sao Paulo,200,3,2,3,acept,8000,667,102,8769
Campinas,55,2,1,1,acept,700,40,9,749
Sao Paulo,108,4,2,0,acept,5500,142,70,5712
Sao Paulo,120,3,1,0,acept,2200,0,34,2234
Sao Paulo,44,1,1,1,not acept,4300,477,55,4832
Belo Horizonte,50,2,1,1,acept,1140,0,16,1156
Sao Paulo,87,2,2,2,acept,3800,250,49,4099
Sao Paulo,88,3,2,2,acept,5870,108,75,6053
Sao Paulo,376,3,3,2,acept,1800,300,28,2128
Porto Alegre,38,1,1,1,acept,1490,46,22,1558
Campinas,45,1,1,1,acept,880,38,12,930
Rio de Janeiro,36,1,1,0,not acept,1627,1,21,1649
Rio de Janeiro,75,2,1,1,acept,1360,33,18,1411
Sao Paulo,85,2,2,1,not acept,3000,71,39,3110
Sao Paulo,35,1,1,0,acept,1100,30,14,1144
Porto Alegre,58,2,2,2,acept,2470,0,37,2507
Sao Paulo,90,2,3,1,acept,2300,3,35,2338
Porto Alegre,87,2,1,1,acept,1550,43,23,1616
Sao Paulo,136,3,2,2,not acept,8090,417,103,8610
Rio de Janeiro,124,3,2,2,not acept,5400,250,70,5720
Sao Paulo,51,1,1,0,acept,2500,79,32,2611
Campinas,90,2,1,0,not acept,1700,105,26,1831
Porto Alegre,270,2,3,1,acept,6500,38,116,6654
Campinas,200,4,3,2,acept,3400,209,44,3653
Porto Alegre,79,3,1,0,acept,1140,500,17,1657
Sao Paulo,40,2,1,1,acept,3300,0,42,3342
Sao Paulo,300,3,5,4,acept,6600,634,100,7334
Sao Paulo,44,1,1,0,not acept,1900,104,25,2029
Sao Paulo,130,3,2,2,acept,2200,0,34,2234
Sao Paulo,180,3,4,3,acept,6400,690,82,7172
Sao Paulo,79,3,2,2,not acept,3200,26,41,3267
Belo Horizonte,50,1,1,1,not acept,1850,202,25,2077
Campinas,110,3,1,1,acept,1500,50,23,1573
Sao Paulo,17,1,1,0,not acept,2200,50,28,2278
Belo Horizonte,60,2,1,1,acept,2100,162,28,2290
Rio de Janeiro,95,2,2,0,acept,1700,141,22,1863
Sao Paulo,145,2,2,1,acept,2975,190,45,3210
Sao Paulo,125,3,4,5,acept,10000,666,151,10817
Rio de Janeiro,70,1,1,1,acept,2000,250,26,2276
Rio de Janeiro,90,2,2,1,not acept,2700,105,35,2840
Sao Paulo,28,1,1,0,acept,2500,22,32,2554
Campinas,110,3,3,2,acept,3200,88,49,3337
Belo Horizonte,165,3,3,3,acept,3000,192,50,3242
Sao Paulo,25,1,1,0,acept,1750,0,23,1773
Sao Paulo,195,4,3,4,acept,2700,1067,35,3802
Belo Horizonte,70,3,1,1,acept,900,1,12,913
Campinas,50,1,1,0,not acept,2000,100,26,2126
Sao Paulo,44,1,1,0,acept,2800,110,36,2946
Belo Horizonte,245,4,5,2,acept,2025,234,27,2286
Sao Paulo,46,2,1,0,acept,1700,0,22,1722
Belo Horizonte,70,2,1,1,acept,950,32,13,995
Rio de Janeiro,50,1,1,0,acept,750,0,10,760
Belo Horizonte,40,2,2,1,not acept,900,0,12,912
Sao Paulo,94,3,2,2,acept,2173,295,28,2496
